,AQI index,Station name,Dominent pollutant,CO,Dew,Humidity,NO2,O3,Pressure,PM10,PM2.5,SO2,Temperature,Wind,Data Time S,Status,Latitude,Longitude
169,54.0,Hạ Long,pm25,5.0,22.0,91.5,5.0,16.0,1005.4,28.0,54.0,4.6,17.4,1.0,2021-01-30 21:00:00,Moderate,20.9416,107.1158
170,12.0,Quảng Ninh,pm25,5.0,22.0,91.5,12.0,6.0,1005.4,8.0,12.0,99.0,7.0,1.0,2021-01-30 21:00:00,Good,21.0357507,106.7641068
171,182.0,Bắc Ninh,pm25,6.0,22.0,77.0,27.0,5.0,1020.0,99.0,182.0,3.0,18.0,1.5,2021-01-30 22:00:00,Unhealthy,21.1232473,106.2883295
173,192.0,Hà Nội,pm25,34.0,22.0,82.0,48.0,6.0,1019.0,147.0,192.0,4.6,18.0,2.0,2021-01-30 20:00:00,Unhealthy,21.03982,105.84726
174,161.0,Hà Nội,pm25,13.0,22.0,82.0,34.0,6.0,1019.0,102.0,161.0,4.6,18.0,2.0,2021-01-30 20:00:00,Unhealthy,20.98832,105.854897
175,178.0,Hà Nội,pm25,17.0,22.0,82.0,49.0,6.0,1019.0,118.0,178.0,4.6,18.0,2.0,2021-01-30 20:00:00,Unhealthy,21.01994,105.77056
176,186.0,Hà Nội,pm25,17.0,22.0,82.0,31.0,1.0,1019.0,128.0,186.0,2.0,18.0,2.0,2021-01-30 20:00:00,Unhealthy,21.01525,105.80013
179,189.0,Hà Nội,pm25,15.0,22.0,82.0,35.0,6.0,1019.0,158.0,189.0,4.6,18.0,2.0,2021-01-30 20:00:00,Unhealthy,21.02022,105.81232
180,156.0,Hà Nội,pm25,15.0,22.0,82.0,35.0,6.0,1019.0,104.0,156.0,4.6,18.0,2.0,2021-01-30 20:00:00,Unhealthy,21.00577,105.74842
181,191.0,Hà Nội,pm25,20.0,22.0,82.0,45.0,6.0,1019.0,161.0,191.0,4.6,18.0,2.0,2021-01-30 20:00:00,Unhealthy,21.05121,105.78232
182,176.0,Hà Nội,pm25,16.0,22.0,82.0,11.0,6.0,1019.0,112.0,176.0,4.6,18.0,2.0,2021-01-30 20:00:00,Unhealthy,21.0072,105.83572
183,189.0,Cao Bằng,pm25,5.0,22.0,84.0,11.0,1.0,990.5,168.0,189.0,1.0,16.0,1.0,2021-01-30 22:00:00,Unhealthy,22.6782,106.245
184,59.0,Hồ Chí Minh,pm25,5.0,22.0,80.5,11.0,6.0,1012.0,45.0,59.0,4.6,25.5,1.2,2021-01-31 23:00:00,Moderate,10.782978,106.700711
187,20.0,Gia Lai,pm25,1.0,22.0,81.5,3.0,22.0,928.7,17.0,20.0,2.0,17.1,2.0,2021-01-31 23:00:00,Good,13.998599,107.996482
189,180.0,Hà Nội,pm25,17.0,22.0,90.5,23.0,1.0,1020.0,131.0,180.0,1.0,19.0,2.5,2021-01-31 21:00:00,Unhealthy,21.04975,105.74187
191,135.0,Lào Cai,pm25,30.0,22.0,94.5,3.0,12.0,1007.9,65.0,135.0,22.0,17.3,22.0,2021-01-31 23:00:00,Unhealthy for sensitive groups,22.3221386,104.1214227
192,33.0,Hạ Long,pm25,5.0,22.0,92.7,5.0,10.0,1006.3,17.0,33.0,4.6,18.4,1.0,2021-01-31 23:00:00,Good,20.9416,107.1158
193,10.0,Quảng Ninh,pm25,5.0,22.0,92.7,43.0,6.0,1006.3,7.0,10.0,99.0,14.0,1.0,2021-01-31 22:00:00,Good,21.0357507,106.7641068
194,97.0,Bắc Ninh,pm25,3.0,22.0,88.0,30.0,5.0,1020.0,60.0,97.0,5.0,19.0,2.5,2021-01-31 22:00:00,Moderate,21.1232473,106.2883295
196,175.0,Hà Nội,pm25,41.0,22.0,90.5,40.0,6.0,1020.0,121.0,175.0,4.6,19.0,2.5,2021-01-31 21:00:00,Unhealthy,21.03982,105.84726
197,140.0,Hà Nội,pm25,5.0,22.0,90.5,19.0,6.0,1020.0,71.0,140.0,4.6,19.0,2.5,2021-01-31 21:00:00,Unhealthy for sensitive groups,20.98832,105.854897
198,140.0,Hà Nội,pm25,9.0,22.0,90.5,24.0,6.0,1020.0,82.0,140.0,4.6,19.0,2.5,2021-01-31 21:00:00,Unhealthy for sensitive groups,21.01994,105.77056
199,184.0,Hà Nội,pm25,8.0,22.0,93.0,21.0,1.0,1019.0,111.0,184.0,1.0,19.0,2.3,2021-01-31 20:00:00,Unhealthy,21.01525,105.80013
202,179.0,Hà Nội,pm25,14.0,22.0,90.5,23.0,6.0,1020.0,132.0,179.0,4.6,19.0,2.5,2021-01-31 21:00:00,Unhealthy,21.02022,105.81232
203,159.0,Hà Nội,pm25,7.0,22.0,90.5,12.0,6.0,1020.0,88.0,159.0,4.6,19.0,2.5,2021-01-31 21:00:00,Unhealthy,21.00577,105.74842
204,183.0,Hà Nội,pm25,19.0,22.0,90.5,28.0,6.0,1020.0,132.0,183.0,4.6,19.0,2.5,2021-01-31 21:00:00,Unhealthy,21.05121,105.78232
205,150.0,Hà Nội,pm25,7.0,22.0,90.5,11.0,6.0,1020.0,78.0,150.0,4.6,19.0,2.5,2021-01-31 21:00:00,Unhealthy for sensitive groups,21.0072,105.83572
206,177.0,Cao Bằng,pm25,5.0,22.0,97.5,11.0,1.0,990.9,117.0,177.0,1.0,16.3,1.0,2021-01-31 23:00:00,Unhealthy,22.6782,106.245
207,59.0,Hồ Chí Minh,pm25,5.0,22.0,69.0,11.0,6.0,1012.0,45.0,59.0,4.6,25.0,1.0,2021-02-03 00:00:00,Moderate,10.782978,106.700711
208,167.0,Hà Nội,aqi,5.0,22.0,16.0,11.0,6.0,1019.0,45.0,55.0,4.6,20.0,2.3,2021-02-03 00:00:00,Unhealthy,21.0811211,105.8180306
209,161.0,Hà Nội,pm25,0.1,22.0,77.0,12.8,2.1,1019.0,45.0,161.0,4.6,20.0,2.3,2021-02-03 00:00:00,Unhealthy,21.0215063,105.8188748
210,24.0,Gia Lai,pm25,1.0,22.0,75.0,2.0,26.0,928.7,16.0,24.0,2.0,17.8,1.0,2021-02-03 00:00:00,Good,13.998599,107.996482
211,54.0,Thừa Thiên Huế,pm25,1.0,22.0,88.0,11.0,6.0,1019.0,42.0,54.0,4.6,21.0,1.0,2021-02-03 00:00:00,Moderate,16.46226,107.596351
212,111.0,Hà Nội,pm25,18.0,22.0,75.0,28.0,1.0,1019.0,78.0,111.0,1.0,20.5,2.5,2021-02-02 21:00:00,Unhealthy for sensitive groups,21.04975,105.74187
214,155.0,Lào Cai,pm25,28.0,22.0,91.1,4.0,16.0,1007.2,68.0,155.0,19.0,19.7,19.0,2021-02-03 00:00:00,Unhealthy,22.3221386,104.1214227
215,43.0,Hạ Long,pm25,5.0,22.0,97.5,11.0,8.0,1005.7,22.0,43.0,4.6,17.4,2.0,2021-02-02 23:00:00,Good,20.9416,107.1158
216,5.0,Quảng Ninh,pm25,5.0,22.0,97.5,9.0,6.0,1005.7,3.0,5.0,99.0,4.0,2.0,2021-02-02 23:00:00,Good,21.0357507,106.7641068
217,115.0,Bắc Ninh,pm25,3.0,22.0,82.0,27.0,5.0,1021.0,68.0,115.0,3.0,20.0,3.0,2021-02-02 10:00:00,Unhealthy for sensitive groups,21.1232473,106.2883295
219,144.0,Hà Nội,pm25,40.0,22.0,77.0,38.0,6.0,1019.0,98.0,144.0,4.6,20.0,2.5,2021-02-02 21:00:00,Unhealthy for sensitive groups,21.03982,105.84726
220,97.0,Hà Nội,pm25,6.0,22.0,75.0,16.0,6.0,1019.0,56.0,97.0,4.6,20.5,2.5,2021-02-02 21:00:00,Moderate,20.98832,105.854897
221,95.0,Hà Nội,pm25,10.0,22.0,75.0,36.0,6.0,1019.0,59.0,95.0,4.6,20.5,2.5,2021-02-02 21:00:00,Moderate,21.01994,105.77056
222,113.0,Hà Nội,pm25,4.0,22.0,75.0,18.0,1.0,1019.0,70.0,113.0,1.0,20.5,2.5,2021-02-02 21:00:00,Unhealthy for sensitive groups,21.01525,105.80013
225,119.0,Hà Nội,pm25,17.0,22.0,77.0,23.0,6.0,1019.0,81.0,119.0,4.6,20.0,2.5,2021-02-02 21:00:00,Unhealthy for sensitive groups,21.02022,105.81232
226,98.0,Hà Nội,pm25,7.0,22.0,77.0,12.0,6.0,1019.0,57.0,98.0,4.6,20.0,2.5,2021-02-02 21:00:00,Moderate,21.00577,105.74842
227,131.0,Hà Nội,pm25,21.0,22.0,75.0,26.0,6.0,1019.0,94.0,131.0,4.6,20.5,2.5,2021-02-02 21:00:00,Unhealthy for sensitive groups,21.05121,105.78232
228,105.0,Hà Nội,pm25,7.0,22.0,75.0,11.0,6.0,1019.0,61.0,105.0,4.6,20.5,2.5,2021-02-02 21:00:00,Unhealthy for sensitive groups,21.0072,105.83572
229,83.0,Cao Bằng,pm10,5.0,22.0,67.0,11.0,4.0,988.3,83.0,53.0,1.0,22.0,3.0,2021-02-02 17:00:00,Moderate,22.6782,106.245
230,76.0,Hồ Chí Minh,pm25,5.0,22.0,73.0,11.0,6.0,1012.5,45.0,76.0,4.6,26.0,1.8,2021-02-03 21:00:00,Moderate,10.782978,106.700711
231,103.0,Hà Nội,aqi,5.0,22.0,17.0,11.0,6.0,1020.0,45.0,55.0,4.6,20.0,3.6,2021-02-03 21:00:00,Unhealthy for sensitive groups,21.0811211,105.8180306
232,93.0,Hà Nội,pm25,0.1,22.0,82.0,11.5,5.7,1020.0,45.0,93.0,4.6,20.0,3.0,2021-02-03 21:00:00,Moderate,21.0215063,105.8188748
233,37.0,Gia Lai,pm25,2.0,22.0,60.7,5.0,22.0,927.6,28.0,37.0,2.0,19.6,2.0,2021-02-03 21:00:00,Good,13.998599,107.996482
234,32.0,Thừa Thiên Huế,pm10,2.0,22.0,88.0,11.0,6.0,1019.0,32.0,30.0,4.6,22.0,2.5,2021-02-03 21:00:00,Good,16.46226,107.596351
235,108.0,Hà Nội,pm25,13.0,22.0,77.0,22.0,1.0,1019.0,67.0,108.0,1.0,21.0,4.6,2021-02-03 20:00:00,Unhealthy for sensitive groups,21.04975,105.74187
236,40.0,Bắc Ninh,pm25,1.0,22.0,82.0,6.0,24.0,1020.0,31.0,40.0,2.0,20.0,3.6,2021-02-03 21:00:00,Good,21.1137452,105.9268934
237,183.0,Lào Cai,pm25,31.0,22.0,82.5,6.0,13.0,1005.8,90.0,183.0,54.0,21.0,54.0,2021-02-03 21:00:00,Unhealthy,22.3221386,104.1214227
238,45.0,Hạ Long,pm25,5.0,22.0,92.2,11.0,6.0,1005.9,23.0,45.0,4.6,19.0,2.0,2021-02-03 21:00:00,Good,20.9416,107.1158
239,5.0,Quảng Ninh,pm25,6.0,22.0,92.2,10.0,6.0,1005.9,3.0,5.0,99.0,5.0,2.0,2021-02-03 20:00:00,Good,21.0357507,106.7641068
240,86.0,Bắc Ninh,pm25,2.0,22.0,88.0,9.0,10.0,1020.0,53.0,86.0,2.0,18.0,2.0,2021-02-03 07:00:00,Moderate,21.1232473,106.2883295
242,102.0,Hà Nội,pm25,38.0,22.0,77.0,35.0,6.0,1019.0,76.0,102.0,4.6,21.0,4.6,2021-02-03 20:00:00,Unhealthy for sensitive groups,21.03982,105.84726
243,82.0,Hà Nội,pm25,4.0,22.0,77.0,9.0,6.0,1019.0,52.0,82.0,4.6,21.0,4.6,2021-02-03 20:00:00,Moderate,20.98832,105.854897
244,83.0,Hà Nội,pm25,6.0,22.0,77.0,27.0,6.0,1019.0,56.0,83.0,4.6,21.0,4.6,2021-02-03 20:00:00,Moderate,21.01994,105.77056
245,103.0,Hà Nội,pm25,2.0,22.0,77.0,14.0,1.0,1019.0,60.0,103.0,1.0,21.0,4.6,2021-02-03 20:00:00,Unhealthy for sensitive groups,21.01525,105.80013
248,98.0,Hà Nội,pm25,14.0,22.0,77.0,25.0,6.0,1019.0,74.0,98.0,4.6,21.0,4.6,2021-02-03 20:00:00,Moderate,21.02022,105.81232
249,75.0,Hà Nội,pm25,5.0,22.0,77.0,7.0,6.0,1019.0,56.0,75.0,4.6,21.0,4.6,2021-02-03 20:00:00,Moderate,21.00577,105.74842
250,102.0,Hà Nội,pm25,20.0,22.0,77.0,27.0,6.0,1019.0,76.0,102.0,4.6,21.0,4.6,2021-02-03 20:00:00,Unhealthy for sensitive groups,21.05121,105.78232
251,74.0,Hà Nội,pm25,5.0,22.0,77.0,11.0,6.0,1019.0,53.0,74.0,4.6,21.0,4.6,2021-02-03 20:00:00,Moderate,21.0072,105.83572
253,137.0,Hồ Chí Minh,pm25,5.0,22.0,52.0,11.0,6.0,1010.0,45.0,137.0,4.6,31.0,3.0,2021-02-05 14:00:00,Unhealthy for sensitive groups,10.782978,106.700711
254,83.0,Hà Nội,aqi,5.0,22.0,13.0,11.0,6.0,1017.0,45.0,55.0,4.6,25.0,3.6,2021-02-05 14:00:00,Moderate,21.0811211,105.8180306
255,124.0,Hà Nội,pm25,0.1,22.0,47.0,19.2,5.3,1017.0,45.0,124.0,4.6,25.0,3.6,2021-02-05 13:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
256,14.0,Gia Lai,pm25,2.0,22.0,47.3,5.0,24.0,927.0,12.0,14.0,1.0,27.2,4.0,2021-02-05 14:00:00,Good,13.998599,107.996482
257,90.0,Thừa Thiên Huế,pm10,3.0,22.0,71.0,11.0,6.0,1018.0,90.0,38.0,4.6,25.0,4.8,2021-02-05 14:00:00,Moderate,16.46226,107.596351
258,114.0,Hà Nội,pm25,9.0,22.0,51.5,18.0,3.0,1018.0,81.0,114.0,1.0,24.5,2.3,2021-02-05 13:00:00,Unhealthy for sensitive groups,21.04975,105.74187
260,54.0,Lào Cai,pm25,31.0,22.0,83.5,4.0,16.0,1006.9,14.0,54.0,59.0,21.0,59.0,2021-02-05 14:00:00,Moderate,22.3221386,104.1214227
261,31.0,Hạ Long,pm25,5.0,22.0,69.7,11.0,53.0,1005.4,22.0,31.0,4.6,24.5,1.0,2021-02-05 13:00:00,Good,20.9416,107.1158
262,8.0,Quảng Ninh,pm25,4.0,22.0,69.7,14.0,6.0,1005.4,5.0,8.0,99.0,11.0,1.0,2021-02-05 13:00:00,Good,21.0357507,106.7641068
263,96.0,Bắc Ninh,pm25,2.0,22.0,47.0,4.0,45.0,1017.0,58.0,96.0,4.0,25.0,3.6,2021-02-05 14:00:00,Moderate,21.1232473,106.2883295
265,123.0,Hà Nội,pm25,18.0,22.0,51.5,25.0,6.0,1018.0,82.0,123.0,4.6,24.5,2.3,2021-02-05 13:00:00,Unhealthy for sensitive groups,21.03982,105.84726
266,82.0,Hà Nội,pm25,4.0,22.0,51.5,15.0,6.0,1018.0,51.0,82.0,4.6,24.5,2.3,2021-02-05 13:00:00,Moderate,20.98832,105.854897
267,89.0,Hà Nội,pm25,5.0,22.0,51.5,23.0,6.0,1018.0,60.0,89.0,4.6,24.5,2.3,2021-02-05 13:00:00,Moderate,21.01994,105.77056
268,104.0,Hà Nội,pm25,1.0,22.0,51.5,14.0,7.0,1018.0,68.0,104.0,1.0,24.5,2.3,2021-02-05 13:00:00,Unhealthy for sensitive groups,21.01525,105.80013
271,112.0,Hà Nội,pm25,13.0,22.0,51.5,14.0,6.0,1018.0,69.0,112.0,4.6,24.5,2.3,2021-02-05 13:00:00,Unhealthy for sensitive groups,21.02022,105.81232
272,78.0,Hà Nội,pm25,4.0,22.0,51.5,8.0,6.0,1018.0,52.0,78.0,4.6,24.5,2.3,2021-02-05 13:00:00,Moderate,21.00577,105.74842
273,116.0,Hà Nội,pm25,15.0,22.0,51.5,17.0,6.0,1018.0,80.0,116.0,4.6,24.5,2.3,2021-02-05 13:00:00,Unhealthy for sensitive groups,21.05121,105.78232
274,94.0,Hà Nội,pm25,6.0,22.0,51.5,11.0,6.0,1018.0,58.0,94.0,4.6,24.5,2.3,2021-02-05 13:00:00,Moderate,21.0072,105.83572
275,99.0,Cao Bằng,pm10,5.0,22.0,57.0,11.0,4.0,989.3,99.0,90.0,1.0,24.7,2.0,2021-02-05 14:00:00,Moderate,22.6782,106.245
276,91.0,Hồ Chí Minh,pm25,5.0,22.0,65.0,11.0,6.0,1007.0,45.0,91.0,4.6,29.0,4.6,2021-02-06 17:00:00,Moderate,10.782978,106.700711
277,115.0,Hà Nội,aqi,5.0,22.0,13.0,11.0,6.0,1014.0,45.0,55.0,4.6,22.0,3.0,2021-02-06 18:00:00,Unhealthy for sensitive groups,21.0811211,105.8180306
278,139.0,Hà Nội,pm25,0.2,22.0,56.0,20.6,7.0,1014.0,45.0,139.0,5.1,22.0,3.0,2021-02-06 11:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
279,25.0,Gia Lai,pm25,2.0,22.0,50.7,4.0,19.0,923.9,25.0,25.0,1.0,27.0,3.0,2021-02-06 18:00:00,Good,13.998599,107.996482
280,69.0,Thừa Thiên Huế,pm10,2.0,22.0,85.5,11.0,6.0,1015.0,69.0,39.0,4.6,22.5,3.0,2021-02-06 18:00:00,Moderate,16.46226,107.596351
281,85.0,Hà Nội,pm25,7.0,22.0,51.5,14.0,2.0,1014.0,60.0,85.0,2.0,23.5,2.3,2021-02-06 17:00:00,Moderate,21.04975,105.74187
282,77.0,Bắc Ninh,pm10,4.0,22.0,56.0,12.0,23.0,1014.0,77.0,75.0,2.0,22.0,3.0,2021-02-06 18:00:00,Moderate,21.1137452,105.9268934
283,45.0,Lào Cai,pm25,32.0,22.0,76.5,2.0,13.0,1003.1,8.0,45.0,41.0,21.6,41.0,2021-02-06 18:00:00,Good,22.3221386,104.1214227
284,22.0,Hạ Long,pm25,5.0,22.0,70.9,11.0,48.0,1003.5,13.0,22.0,4.6,24.0,1.0,2021-02-06 14:00:00,Good,20.9416,107.1158
285,5.0,Quảng Ninh,pm25,4.0,22.0,85.0,10.0,6.0,1001.2,4.0,5.0,99.0,7.0,2.0,2021-02-06 17:00:00,Good,21.0357507,106.7641068
286,149.0,Bắc Ninh,pm25,3.0,22.0,56.0,6.0,43.0,1014.0,84.0,149.0,4.0,22.0,3.0,2021-02-06 18:00:00,Unhealthy for sensitive groups,21.1232473,106.2883295
288,85.0,Hà Nội,pm25,35.0,22.0,51.5,34.0,6.0,1014.0,67.0,85.0,4.6,23.5,2.3,2021-02-06 17:00:00,Moderate,21.03982,105.84726
289,61.0,Hà Nội,pm25,4.0,22.0,51.5,8.0,6.0,1014.0,47.0,61.0,4.6,23.5,2.3,2021-02-06 17:00:00,Moderate,20.98832,105.854897
290,64.0,Hà Nội,pm25,9.0,22.0,51.5,30.0,6.0,1014.0,51.0,64.0,4.6,23.5,2.3,2021-02-06 17:00:00,Moderate,21.01994,105.77056
291,73.0,Hà Nội,pm25,2.0,22.0,51.5,23.0,4.0,1014.0,62.0,73.0,1.0,23.5,2.3,2021-02-06 17:00:00,Moderate,21.01525,105.80013
294,85.0,Hà Nội,pm25,11.0,22.0,56.0,19.0,6.0,1014.0,67.0,85.0,4.6,22.0,3.0,2021-02-06 17:00:00,Moderate,21.02022,105.81232
295,55.0,Hà Nội,pm25,6.0,22.0,51.5,7.0,6.0,1014.0,40.0,55.0,4.6,23.5,2.3,2021-02-06 17:00:00,Moderate,21.00577,105.74842
296,85.0,Hà Nội,pm25,18.0,22.0,51.5,23.0,6.0,1014.0,68.0,85.0,4.6,23.5,2.3,2021-02-06 17:00:00,Moderate,21.05121,105.78232
297,59.0,Hà Nội,pm25,6.0,22.0,56.0,11.0,6.0,1014.0,43.0,59.0,4.6,22.0,3.0,2021-02-06 17:00:00,Moderate,21.0072,105.83572
298,162.0,Cao Bằng,pm25,5.0,22.0,48.3,11.0,4.0,985.0,121.0,162.0,1.0,25.4,1.0,2021-02-06 18:00:00,Unhealthy,22.6782,106.245
299,102.0,Hồ Chí Minh,pm25,5.0,22.0,43.0,11.0,6.0,1006.0,45.0,102.0,4.6,33.0,2.5,2021-02-09 15:00:00,Unhealthy for sensitive groups,10.782978,106.700711
300,50.0,Hà Nội,aqi,5.0,22.0,13.0,11.0,6.0,1014.0,45.0,55.0,4.6,16.0,3.6,2021-02-09 15:00:00,Good,21.0811211,105.8180306
301,70.0,Hà Nội,pm25,0.1,22.0,82.0,9.6,4.1,1014.5,45.0,70.0,3.6,16.0,2.8,2021-02-09 15:00:00,Moderate,21.0215063,105.8188748
302,24.0,Gia Lai,pm25,6.0,22.0,56.6,12.0,12.0,923.8,21.0,24.0,1.0,26.4,2.0,2021-02-09 15:00:00,Good,13.998599,107.996482
303,16.0,Thừa Thiên Huế,pm25,1.0,22.0,93.0,11.0,6.0,1014.0,12.0,16.0,4.6,19.0,6.6,2021-02-09 15:00:00,Good,16.46226,107.596351
304,46.0,Hà Nội,pm25,8.0,22.0,77.0,25.0,2.0,1015.5,43.0,46.0,1.0,17.0,2.5,2021-02-09 14:00:00,Good,21.04975,105.74187
305,17.0,Bắc Ninh,pm25,3.0,22.0,82.0,9.0,25.0,1014.0,9.0,17.0,2.0,16.0,3.6,2021-02-09 15:00:00,Good,21.1137452,105.9268934
306,91.0,Lào Cai,pm25,44.0,22.0,80.4,2.0,19.0,1005.8,45.0,91.0,70.0,16.8,70.0,2021-02-09 15:00:00,Moderate,22.3221386,104.1214227
308,1.0,Quảng Ninh,pm25,6.0,22.0,97.5,5.0,6.0,1002.0,1.0,1.0,3.8,9.0,5.0,2021-02-09 14:00:00,Good,21.0357507,106.7641068
309,14.0,Bắc Ninh,pm25,3.0,22.0,82.0,1.0,16.0,1014.0,8.0,14.0,1.0,16.0,3.6,2021-02-09 15:00:00,Good,21.1232473,106.2883295
311,46.0,Hà Nội,pm25,10.0,22.0,77.0,13.0,6.0,1015.5,44.0,46.0,4.6,17.0,2.5,2021-02-09 14:00:00,Good,21.03982,105.84726
312,32.0,Hà Nội,pm25,5.0,22.0,77.0,9.0,6.0,1015.5,21.0,32.0,4.6,17.0,2.5,2021-02-09 14:00:00,Good,20.98832,105.854897
313,38.0,Hà Nội,pm25,5.0,22.0,77.0,12.0,6.0,1015.5,26.0,38.0,4.6,17.0,2.5,2021-02-09 14:00:00,Good,21.01994,105.77056
314,40.0,Hà Nội,pm25,4.0,22.0,77.0,15.0,3.0,1015.5,29.0,40.0,1.0,17.0,2.5,2021-02-09 14:00:00,Good,21.01525,105.80013
317,43.0,Hà Nội,pm25,6.0,22.0,77.0,8.0,6.0,1015.5,41.0,43.0,4.6,17.0,2.5,2021-02-09 14:00:00,Good,21.02022,105.81232
318,34.0,Hà Nội,pm25,5.0,22.0,82.0,7.0,6.0,1014.0,28.0,34.0,4.6,16.0,3.6,2021-02-09 14:00:00,Good,21.00577,105.74842
319,46.0,Hà Nội,pm25,7.0,22.0,82.0,12.0,6.0,1014.0,44.0,46.0,4.6,16.0,3.6,2021-02-09 14:00:00,Good,21.05121,105.78232
320,42.0,Hà Nội,pm25,5.0,22.0,77.0,11.0,6.0,1015.5,28.0,42.0,4.6,17.0,2.5,2021-02-09 14:00:00,Good,21.0072,105.83572
321,30.0,Cao Bằng,pm25,5.0,22.0,96.2,11.0,3.0,990.4,21.0,30.0,4.6,14.2,2.0,2021-02-09 15:00:00,Good,22.6782,106.245
322,63.0,Hồ Chí Minh,pm25,5.0,22.0,80.5,11.0,6.0,1012.0,45.0,63.0,4.6,24.0,4.8,2021-02-14 20:00:00,Moderate,10.782978,106.700711
323,97.0,Hà Nội,aqi,13.0,22.0,56.0,11.0,6.0,1014.0,45.0,55.0,4.6,22.0,3.0,2021-02-14 21:00:00,Moderate,21.0811211,105.8180306
324,167.0,Hà Nội,pm25,0.1,22.0,60.0,11.9,10.6,1014.0,45.0,167.0,4.6,21.5,2.5,2021-02-14 20:00:00,Unhealthy,21.0215063,105.8188748
325,21.0,Gia Lai,pm25,3.0,22.0,57.0,7.0,32.0,924.7,15.0,21.0,1.0,24.8,2.0,2021-02-11 16:00:00,Good,13.998599,107.996482
326,59.0,Thừa Thiên Huế,pm25,1.0,22.0,88.0,11.0,6.0,1016.0,51.0,59.0,4.6,20.5,1.0,2021-02-14 21:00:00,Moderate,16.46226,107.596351
327,94.0,Hà Nội,pm25,7.0,22.0,46.0,21.0,1.0,1013.0,67.0,94.0,2.0,23.0,3.0,2021-02-14 18:00:00,Moderate,21.04975,105.74187
328,86.0,Bắc Ninh,pm25,3.0,22.0,56.0,7.0,24.0,1014.0,49.0,86.0,2.0,22.0,3.0,2021-02-14 20:00:00,Moderate,21.1137452,105.9268934
329,112.0,Lào Cai,pm25,34.0,22.0,70.9,1.0,2.0,1002.3,44.0,112.0,20.0,21.6,20.0,2021-02-14 21:00:00,Unhealthy for sensitive groups,22.3221386,104.1214227
330,36.0,Hạ Long,pm25,5.0,22.0,82.9,11.0,41.0,1000.9,19.0,36.0,4.6,20.0,2.0,2021-02-14 20:00:00,Good,20.9416,107.1158
331,8.0,Quảng Ninh,pm25,6.0,22.0,82.9,8.0,6.0,1000.9,5.0,8.0,99.7,8.0,2.0,2021-02-14 20:00:00,Good,21.0357507,106.7641068
332,77.0,Bắc Ninh,pm25,3.0,22.0,56.0,4.0,31.0,1014.0,48.0,77.0,3.0,22.0,3.0,2021-02-14 21:00:00,Moderate,21.1232473,106.2883295
335,53.0,Hà Nội,pm25,4.0,22.0,46.0,8.0,6.0,1013.0,29.0,53.0,4.6,23.0,3.0,2021-02-14 18:00:00,Moderate,20.98832,105.854897
336,42.0,Hà Nội,pm25,4.0,22.0,46.0,19.0,6.0,1013.0,34.0,42.0,4.6,23.0,3.0,2021-02-14 18:00:00,Good,21.01994,105.77056
337,93.0,Hà Nội,pm25,20.0,22.0,46.0,27.0,4.0,1013.0,53.0,93.0,2.0,23.0,3.0,2021-02-14 18:00:00,Moderate,21.01525,105.80013
340,79.0,Hà Nội,pm25,8.0,22.0,46.0,12.0,6.0,1013.0,57.0,79.0,4.6,23.0,3.0,2021-02-14 18:00:00,Moderate,21.02022,105.81232
341,50.0,Hà Nội,pm25,5.0,22.0,46.0,6.0,6.0,1013.0,30.0,50.0,4.6,23.0,3.0,2021-02-14 18:00:00,Good,21.00577,105.74842
342,94.0,Hà Nội,pm25,6.0,22.0,46.0,16.0,6.0,1013.0,63.0,94.0,4.6,23.0,3.0,2021-02-14 18:00:00,Moderate,21.05121,105.78232
343,48.0,Hà Nội,pm25,5.0,22.0,46.0,11.0,6.0,1013.0,37.0,48.0,4.6,23.0,3.0,2021-02-14 18:00:00,Good,21.0072,105.83572
344,139.0,Cao Bằng,pm25,5.0,22.0,73.5,11.0,3.0,984.8,124.0,139.0,4.6,20.5,3.0,2021-02-14 21:00:00,Unhealthy for sensitive groups,22.6782,106.245
345,74.0,Hồ Chí Minh,pm25,5.0,21.0,62.0,11.0,6.0,1010.0,45.0,74.0,4.6,29.0,3.0,2021-02-15 14:00:00,Moderate,10.782978,106.700711
346,132.0,Hà Nội,aqi,5.0,18.0,78.0,11.0,6.0,1013.0,45.0,55.0,4.6,22.0,3.0,2021-02-15 14:00:00,Unhealthy for sensitive groups,21.0811211,105.8180306
347,144.0,Hà Nội,pm25,0.1,18.0,78.0,14.2,3.3,1013.0,45.0,144.0,4.6,22.0,3.0,2021-02-15 14:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
348,21.0,Gia Lai,pm25,3.0,15.7,57.0,7.0,32.0,924.7,15.0,21.0,1.0,24.8,2.0,2021-02-11 16:00:00,Good,13.998599,107.996482
349,42.0,Thừa Thiên Huế,pm10,1.0,18.0,65.0,11.0,6.0,1014.0,42.0,28.0,4.6,25.0,5.1,2021-02-15 14:00:00,Good,16.46226,107.596351
350,105.0,Hà Nội,pm25,7.0,19.0,88.0,26.0,1.0,1014.5,73.0,105.0,2.0,21.0,2.3,2021-02-15 12:00:00,Unhealthy for sensitive groups,21.04975,105.74187
